text,label
"Fix your system. I can't make transfers, I've tried like 5 times already.",35
I cannot get my card out of the ATM.,18
Please explain why the funds I added were returned to my account.,61
Tell me where I can find the auto top up feature and a little bit about it please.,4
How do I add a card to the app?,13
I believe someone is using my card without my agreement!,22
How come my refund hasn't appeared on my statement?,51
transaction failed?,66
I think my card payment was reverted,53
How do I know when my card will expire?,9
There are a couple payments with my card in the app I see that I didn't create. What is happening? Maybe someone gained access to my account.,16
How can I replace an expired card?,9
I can't seem to get my virtual card to work.,72
I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it.,76
Why has my payment not gone through?,45
How do I link the new card that I just got from you guys?,13
Do you give refunds?,52
Why am I having trouble withdrawing cash?,26
"I am in desperate need to transfer funds from another account that i have into this one, how do i do that?",65
My card is stolen.  Help!,41
I bought something online a week ago and i never got it in the mail.Can I just get my money back now I don't want to keep waiting on something that isn't going to show up.,52
"I am having a slight problem with my American express in apple play, can you help me fix the problem with top up?",2
I want this amount reversed out of my account.,52
How do I find my PIN?,38
If I make a top-up are there charges applied?,56
Why doesn't it show that I did a balance transfer?,5
How do I cancel a recent transfer?,8
I have transfered to my account before but it is being declined now?,27
Do you offer additional currency options?,36
My app shows some cash I didn't get.,20
"I've just come back from an eating holiday in the USA and Canada and have SO many pending and duplicated transactions on my account.  I think there is something wrong, can you look in to it please?",63
how do I get my card to show in the app?,13
how to get new card?,23
Trouble with my top up,59
The ATM keeps declining my card. I tried at a couple different ATMs. Can you tell me if there's a problem with my account?,26
How can I put more money into my account?,58
It looks like a payment I've made hasn't made it through yet.,45
Why did I get a fee from the ATM?,19
Where are cards available to order?,43
What about a auto top-up?,4
My password isn't being accepted and I need to reset it.,44
How many disposable virtual cards can you have?,29
"I have a cash withdrawal that says it's pending, why?",46
Why didn't my transfer get to the recipient?,66
"My salary is in GBP, is this something I need to configure?",50
Are there ways for other people to send me money?,50
Why wouldn't my contactless work for the metro?,23
How can I create a disposable virtual card?,37
"I made a transaction, but I made it to an account I didn't mean to make it to.",8
I don't recognize this payment,16
Can I use visa or mastercard with your service,73
I keep checking my bank statements but I don't see a refund that I've requested from a seller. Can you ensure that I receive the refund from the seller?,51
"I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced.",28
What do I do after my card expires?,9
What all is needed for the identity verification?,69
Do you process SWIFT transfers?,56
I keep trying to use my card to buy some things and you keep declining it. Why? I've tried multiple times to make it go through but it won't.,25
Do you support any currency?,36
am suspicious of my card's security,22
How can I reset my PIN?,21
"If someone in a different country sends me money, do I have to pay a fee?",31
Why wasn't my bank balance updated?,5
What happens if I forget my PIN?,49
